交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/17,TXO,202105  ,16150.0000,買權,12,50,5.9,7,7092,7,2670,6.5,7.2,487,5.9,,一般,
2021/05/17,TXO,202105  ,16150.0000,買權,65,107,48.5,105,4705,-,-,103,105,487,35.5,,盤後,
2021/05/17,TXO,202105  ,16150.0000,賣權,800,1030,715,795,19,895,184,705,1020,1030,156,,一般,
2021/05/17,TXO,202105  ,16150.0000,賣權,404,404,288,305,44,-,-,99,325,1000,156,,盤後,
2021/05/17,TXO,202105  ,16200.0000,買權,15,41.5,4.1,5.8,14728,5.8,6727,5.7,5.8,1370,4.1,,一般,
2021/05/17,TXO,202105  ,16200.0000,買權,53,89,38.5,86,8165,-,-,86,88,1370,28,,盤後,
2021/05/17,TXO,202105  ,16200.0000,賣權,990,1050,575,910,286,945,4685,740,1010,1340,11.5,,一般,
2021/05/17,TXO,202105  ,16200.0000,賣權,525,560,317,347,138,-,-,320,348,1340,11.5,,盤後,
2021/05/17,TXO,202105  ,16250.0000,買權,10,32.5,3.9,4.9,6144,4.9,2337,4.2,5.3,415,3.9,,一般,
2021/05/17,TXO,202105  ,16250.0000,買權,46,73,30.5,58,3614,-,-,60,70,415,22,,盤後,
2021/05/17,TXO,202105  ,16250.0000,賣權,920,920,850,850,3,990,176,805,1120,1200,172,,一般,
2021/05/17,TXO,202105  ,16250.0000,賣權,555,565,353,360,13,-,-,347,2110,1200,172,,盤後,
2021/05/17,TXO,202105  ,16300.0000,買權,8,26.5,2.8,4.3,10228,4.3,5959,3.8,4.2,1340,2.8,,一般,
2021/05/17,TXO,202105  ,16300.0000,買權,35.5,59,24.5,53,6753,-,-,52,53,1340,20,,盤後,
2021/05/17,TXO,202105  ,16300.0000,賣權,1100,1170,600,1040,124,1040,3618,860,1090,1490,14,,一般,
2021/05/17,TXO,202105  ,16300.0000,賣權,635,635,387,389,53,-,-,322,429,1490,14,,盤後,
2021/05/17,TXO,202105  ,16350.0000,買權,10,24,2.7,4,4571,4,2891,3.7,4.2,375,2.7,,一般,
2021/05/17,TXO,202105  ,16350.0000,買權,29.5,50,18.5,45,3409,-,-,45,49,375,13.5,,盤後,
2021/05/17,TXO,202105  ,16350.0000,賣權,900,1200,680,1200,7,1090,66,905,1220,1290,211,,一般,
2021/05/17,TXO,202105  ,16350.0000,賣權,650,670,505,505,10,-,-,251,600,1290,211,,盤後,
2021/05/17,TXO,202105  ,16400.0000,買權,8,20,2.1,3.4,11211,3.4,9769,3.4,5,1330,2.1,,一般,
2021/05/17,TXO,202105  ,16400.0000,買權,23.5,39.5,15,38,4328,-,-,36,38.5,1330,12.5,,盤後,
2021/05/17,TXO,202105  ,16400.0000,賣權,1240,1250,750,1100,281,1140,8246,980,1270,1540,18,,一般,
2021/05/17,TXO,202105  ,16400.0000,賣權,710,745,478,483,48,-,-,440,1170,1540,18,,盤後,
2021/05/17,TXO,202105  ,16450.0000,買權,6.7,17,2.2,3.2,3806,3.2,3121,3.1,3.9,316,2.2,,一般,
2021/05/17,TXO,202105  ,16450.0000,買權,18.5,33.5,12,31,2378,-,-,30,31,316,11,,盤後,
2021/05/17,TXO,202105  ,16450.0000,賣權,1220,1220,860,1090,25,1190,110,1050,1320,1220,246,,一般,
2021/05/17,TXO,202105  ,16450.0000,賣權,620,620,620,620,1,-,-,275,-,1120,246,,盤後,
2021/05/17,TXO,202105  ,16500.0000,買權,6,14.5,1.7,2.9,7543,2.9,11432,2.9,4.5,1150,1.7,,一般,
2021/05/17,TXO,202105  ,16500.0000,買權,11.5,26.5,9,23.5,3606,-,-,23.5,24.5,1150,9,,盤後,
2021/05/17,TXO,202105  ,16500.0000,賣權,1270,1300,825,1200,262,1240,5481,1100,1350,1590,23,,一般,
2021/05/17,TXO,202105  ,16500.0000,賣權,790,820,560,560,33,-,-,555,1600,1590,23,,盤後,
2021/05/17,TXO,202105  ,16550.0000,買權,5.1,10,1.7,2.8,3183,2.8,2561,2.5,2.8,261,1.7,,一般,
2021/05/17,TXO,202105  ,16550.0000,買權,9.9,23,7.3,18,1506,-,-,18,19,261,7,,盤後,
2021/05/17,TXO,202105  ,16550.0000,賣權,1300,1300,1170,1170,2,1290,38,1100,1420,1300,286,,一般,
2021/05/17,TXO,202105  ,16550.0000,賣權,725,725,620,620,25,-,-,224,890,1150,286,,盤後,
2021/05/17,TXO,202105  ,16600.0000,買權,4,9.9,1.6,2.4,3814,2.4,5750,2.3,2.4,1080,1.6,,一般,
2021/05/17,TXO,202105  ,16600.0000,買權,8,18,6,15,1599,-,-,14.5,17,1080,6,,盤後,
2021/05/17,TXO,202105  ,16600.0000,賣權,1380,1450,970,1340,643,1340,4315,1250,1470,1700,30,,一般,
2021/05/17,TXO,202105  ,16600.0000,賣權,905,905,740,745,31,-,-,392,780,1700,30,,盤後,
2021/05/17,TXO,202105  ,16650.0000,買權,1.3,20,1.3,2.3,2310,2.3,2333,1.8,2.3,207,1.3,,一般,
2021/05/17,TXO,202105  ,16650.0000,買權,5,15,4.7,11,579,-,-,11,14.5,207,4.7,,盤後,
2021/05/17,TXO,202105  ,16650.0000,賣權,1200,1200,1200,1200,1,1390,3,1370,1500,1200,343,,一般,
2021/05/17,TXO,202105  ,16650.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,16700.0000,買權,3.5,7,1.3,2.1,2920,2.1,5950,1.4,2.2,1080,1.2,,一般,
2021/05/17,TXO,202105  ,16700.0000,買權,4.1,11.5,4,8.2,719,-,-,8.5,10.5,1080,1.2,,盤後,
2021/05/17,TXO,202105  ,16700.0000,賣權,1010,1440,1010,1430,76,1440,5218,1300,1450,1650,38.5,,一般,
2021/05/17,TXO,202105  ,16700.0000,賣權,1020,1020,845,845,7,-,-,397,1020,1650,38.5,,盤後,
2021/05/17,TXO,202105  ,16750.0000,買權,3.1,6.2,1,2,1665,2,1360,1.4,2,159,1,,一般,
2021/05/17,TXO,202105  ,16750.0000,買權,3.5,8.7,3.5,8.7,261,-,-,7.5,8.7,159,3.5,,盤後,
2021/05/17,TXO,202105  ,16750.0000,賣權,-,-,-,-,0,1490,7,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,16750.0000,賣權,825,825,825,825,1,-,-,228,-,1200,422,,盤後,
2021/05/17,TXO,202105  ,16800.0000,買權,3.9,5,1.1,1.7,3209,1.7,6636,1.3,1.9,950,1.1,,一般,
2021/05/17,TXO,202105  ,16800.0000,買權,3.6,8,2.6,6.5,551,-,-,6.4,7.8,950,2.6,,盤後,
2021/05/17,TXO,202105  ,16800.0000,賣權,1560,1600,1080,1490,251,1540,7987,1350,1670,1800,49,,一般,
2021/05/17,TXO,202105  ,16800.0000,賣權,1080,1080,850,855,23,-,-,810,1050,1800,49,,盤後,
2021/05/17,TXO,202105  ,16850.0000,買權,2,5.3,1.2,1.4,622,1.6,2295,1.4,1.8,120,0.2,,一般,
2021/05/17,TXO,202105  ,16850.0000,買權,2.8,6,2.3,6,51,-,-,5,6,120,0.2,,盤後,
2021/05/17,TXO,202105  ,16850.0000,賣權,1350,1350,1350,1350,2,1590,3,1400,1720,1460,935,,一般,
2021/05/17,TXO,202105  ,16850.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,16900.0000,買權,1,3.1,1,1.5,1113,1.5,5170,1.2,2.2,855,1,,一般,
2021/05/17,TXO,202105  ,16900.0000,買權,2.6,4.8,2.1,3.6,329,-,-,3.4,4.2,855,2,,盤後,
2021/05/17,TXO,202105  ,16900.0000,賣權,1500,1680,1300,1540,42,1640,8247,1610,1660,1990,62,,一般,
2021/05/17,TXO,202105  ,16900.0000,賣權,1230,1230,950,950,16,-,-,840,1180,1990,62,,盤後,
2021/05/17,TXO,202105  ,16950.0000,買權,6,6,0.8,1.3,703,1.5,1175,1.2,2.1,85,0.8,,一般,
2021/05/17,TXO,202105  ,16950.0000,買權,2.2,4,1.9,3.5,112,-,-,2.5,3.4,85,1.8,,盤後,
2021/05/17,TXO,202105  ,16950.0000,賣權,-,-,-,-,0,1690,1,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,16950.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17000.0000,買權,2.2,4,0.8,1.5,2978,1.5,10967,1.2,1.5,780,0.2,,一般,
2021/05/17,TXO,202105  ,17000.0000,買權,1.9,4,0.2,2.3,535,-,-,1.8,2.3,780,0.2,,盤後,
2021/05/17,TXO,202105  ,17000.0000,賣權,1800,1860,1430,1650,39,1740,4377,1550,1870,1990,79,,一般,
2021/05/17,TXO,202105  ,17000.0000,賣權,1150,1150,1040,1040,17,-,-,1000,1250,1990,79,,盤後,
2021/05/17,TXO,202105  ,17050.0000,買權,2.6,2.6,1,1.4,291,1.4,820,1.1,1.4,58,1,,一般,
2021/05/17,TXO,202105  ,17050.0000,買權,1.7,2.6,1.7,2.6,81,-,-,1.8,3,58,1.7,,盤後,
2021/05/17,TXO,202105  ,17050.0000,賣權,-,-,-,-,0,1790,1,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,17050.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17100.0000,買權,1.6,1.9,1,1.3,1462,1.3,6356,1,1.3,690,0.5,,一般,
2021/05/17,TXO,202105  ,17100.0000,買權,1.3,2.1,1.2,1.6,309,-,-,1.5,1.6,690,0.5,,盤後,
2021/05/17,TXO,202105  ,17100.0000,賣權,1900,1900,1420,1800,46,1840,3038,1760,1970,2040,93,,一般,
2021/05/17,TXO,202105  ,17100.0000,賣權,1290,1290,1160,1160,13,-,-,990,1670,2040,93,,盤後,
2021/05/17,TXO,202105  ,17200.0000,買權,1.1,1.7,0.8,1,1075,1,10136,0.7,1,610,0.8,,一般,
2021/05/17,TXO,202105  ,17200.0000,買權,1.3,1.7,1.1,1.6,88,-,-,1.1,1.6,610,1.1,,盤後,
2021/05/17,TXO,202105  ,17200.0000,賣權,2000,2000,1760,1880,10,1940,2763,1820,2070,2020,109,,一般,
2021/05/17,TXO,202105  ,17200.0000,賣權,1510,1510,1330,1330,11,-,-,505,2280,2020,109,,盤後,
2021/05/17,TXO,202105  ,17300.0000,買權,0.5,1.4,0.4,0.8,814,1,8606,0.6,1.3,530,0.4,,一般,
2021/05/17,TXO,202105  ,17300.0000,買權,0.9,1.4,0.9,1.4,79,-,-,0.9,1.4,530,0.8,,盤後,
2021/05/17,TXO,202105  ,17300.0000,賣權,1950,1990,1760,1990,12,2040,2670,1900,2170,2230,131,,一般,
2021/05/17,TXO,202105  ,17300.0000,賣權,1550,1550,1350,1350,19,-,-,61,-,2230,131,,盤後,
2021/05/17,TXO,202105  ,17400.0000,買權,1.2,6,0.5,0.9,535,0.9,4932,0.7,1.2,454,0.5,,一般,
2021/05/17,TXO,202105  ,17400.0000,買權,1.1,1.3,0.6,1.2,304,-,-,1,1.2,454,0.6,,盤後,
2021/05/17,TXO,202105  ,17400.0000,賣權,-,-,-,-,0,2140,1014,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17500.0000,買權,1.4,1.5,0.5,0.8,512,0.8,7318,0.6,1.2,385,0.5,,一般,
2021/05/17,TXO,202105  ,17500.0000,買權,0.8,2.5,0.5,1.5,186,-,-,0.9,1.6,385,0.5,,盤後,
2021/05/17,TXO,202105  ,17500.0000,賣權,1960,2250,1960,2210,9,2240,1605,2070,2250,2250,183,,一般,
2021/05/17,TXO,202105  ,17500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17600.0000,買權,1,2,0.4,0.7,905,0.7,6211,0.6,0.8,318,0.4,,一般,
2021/05/17,TXO,202105  ,17600.0000,買權,0.8,1.1,0.7,1,165,-,-,1,1.1,318,0.4,,盤後,
2021/05/17,TXO,202105  ,17600.0000,賣權,2070,2230,2000,2210,13,2340,587,2190,2470,2230,218,,一般,
2021/05/17,TXO,202105  ,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17700.0000,買權,0.9,1.9,0.4,0.6,718,0.6,6329,0.6,1,261,0.1,,一般,
2021/05/17,TXO,202105  ,17700.0000,買權,0.6,1,0.5,0.9,140,-,-,0.4,0.8,261,0.1,,盤後,
2021/05/17,TXO,202105  ,17700.0000,賣權,-,-,-,-,0,2440,539,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,17700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17800.0000,買權,1,1,0.4,0.5,613,0.5,5911,0.5,1,208,0.3,,一般,
2021/05/17,TXO,202105  ,17800.0000,買權,0.4,1.8,0.4,1.5,156,-,-,0.6,1.6,208,0.3,,盤後,
2021/05/17,TXO,202105  ,17800.0000,賣權,-,-,-,-,0,2540,191,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,17900.0000,買權,1.3,1.3,0.3,0.4,331,0.4,4266,0.4,0.6,164,0.3,,一般,
2021/05/17,TXO,202105  ,17900.0000,買權,0.4,1.1,0.3,0.9,434,-,-,0.7,1,164,0.3,,盤後,
2021/05/17,TXO,202105  ,17900.0000,賣權,-,-,-,-,0,2640,63,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18000.0000,買權,0.1,1,0.1,0.4,818,0.4,5853,0.3,0.4,127,0.1,,一般,
2021/05/17,TXO,202105  ,18000.0000,買權,0.5,1,0.3,1,154,-,-,0.4,1,127,0.2,,盤後,
2021/05/17,TXO,202105  ,18000.0000,賣權,-,-,-,-,0,2740,48,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18100.0000,買權,0.6,0.7,0.1,0.4,79,0.4,3230,0.2,2.6,95,0.1,,一般,
2021/05/17,TXO,202105  ,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18100.0000,賣權,-,-,-,-,0,2840,313,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18200.0000,買權,0.2,0.7,0.2,0.3,99,0.3,2603,-,0.6,76,0.1,,一般,
2021/05/17,TXO,202105  ,18200.0000,買權,0.4,1,0.2,0.9,105,-,-,0.9,1,76,0.1,,盤後,
2021/05/17,TXO,202105  ,18200.0000,賣權,-,-,-,-,0,2940,203,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18300.0000,買權,0.1,0.7,0.1,0.3,244,0.3,1546,0.2,0.4,52,0.1,,一般,
2021/05/17,TXO,202105  ,18300.0000,買權,0.2,1.1,0.2,1.1,51,-,-,0.4,1.1,52,0.1,,盤後,
2021/05/17,TXO,202105  ,18300.0000,賣權,-,-,-,-,0,3040,6,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18400.0000,買權,1.9,1.9,0.2,0.3,137,0.3,3767,0.1,0.7,37,0.1,,一般,
2021/05/17,TXO,202105  ,18400.0000,買權,0.2,0.6,0.1,0.6,58,-,-,0.1,0.9,37,0.1,,盤後,
2021/05/17,TXO,202105  ,18400.0000,賣權,-,-,-,-,0,3140,3,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18500.0000,買權,0.1,1,0.1,0.2,87,0.2,2702,0.1,1,54,0.1,,一般,
2021/05/17,TXO,202105  ,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18500.0000,賣權,-,-,-,-,0,3240,6,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18600.0000,買權,1,1.7,0.2,0.2,88,0.2,863,0.1,0.3,62,0.1,,一般,
2021/05/17,TXO,202105  ,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18600.0000,賣權,-,-,-,-,0,3340,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18700.0000,買權,2.1,3,0.2,0.2,106,0.2,487,0.1,0.8,120,0.2,,一般,
2021/05/17,TXO,202105  ,18700.0000,買權,0.2,0.9,0.2,0.9,9,-,-,-,0.9,120,0.2,,盤後,
2021/05/17,TXO,202105  ,18700.0000,賣權,-,-,-,-,0,3440,1,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18800.0000,買權,0.4,0.4,0.1,0.2,229,0.2,955,0.1,0.9,120,0.1,,一般,
2021/05/17,TXO,202105  ,18800.0000,買權,0.9,0.9,0.9,0.9,12,-,-,-,0.9,120,0.1,,盤後,
2021/05/17,TXO,202105  ,18800.0000,賣權,-,-,-,-,0,3540,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,18900.0000,買權,1.2,1.2,0.2,0.2,22,0.2,270,0.1,0.6,132,0.1,,一般,
2021/05/17,TXO,202105  ,18900.0000,買權,0.6,0.6,0.6,0.6,1,-,-,-,0.7,132,0.1,,盤後,
2021/05/17,TXO,202105  ,18900.0000,賣權,-,-,-,-,0,3640,1,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19000.0000,買權,0.6,0.6,0.2,0.2,37,0.2,213,-,0.6,290,0.1,,一般,
2021/05/17,TXO,202105  ,19000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19000.0000,賣權,-,-,-,-,0,3740,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19100.0000,買權,0.5,0.5,0.2,0.2,23,0.2,543,-,0.6,30.5,0.1,,一般,
2021/05/17,TXO,202105  ,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19100.0000,賣權,-,-,-,-,0,3840,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19200.0000,買權,0.2,0.2,0.2,0.2,8,0.2,233,0.1,0.5,60,0.1,,一般,
2021/05/17,TXO,202105  ,19200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19200.0000,賣權,-,-,-,-,0,3940,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19300.0000,買權,0.2,0.2,0.2,0.2,1,0.2,259,-,0.5,5.1,0.1,,一般,
2021/05/17,TXO,202105  ,19300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19300.0000,賣權,-,-,-,-,0,4040,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19400.0000,買權,0.2,0.2,0.2,0.2,1,0.2,461,-,0.5,6,0.2,,一般,
2021/05/17,TXO,202105  ,19400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19400.0000,賣權,-,-,-,-,0,4140,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19500.0000,買權,0.2,0.2,0.2,0.2,5,0.2,2339,-,0.5,9.5,0.2,,一般,
2021/05/17,TXO,202105  ,19500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19500.0000,賣權,-,-,-,-,0,4240,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19600.0000,買權,0.2,0.2,0.2,0.2,1,0.2,158,-,0.5,175,0.1,,一般,
2021/05/17,TXO,202105  ,19600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19600.0000,賣權,-,-,-,-,0,4340,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19700.0000,買權,0.2,0.2,0.2,0.2,10,0.2,23,-,0.5,4.2,0.1,,一般,
2021/05/17,TXO,202105  ,19700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19700.0000,賣權,-,-,-,-,0,4440,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19800.0000,買權,-,-,-,-,0,0.2,569,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19800.0000,賣權,-,-,-,-,0,4540,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19900.0000,買權,0.2,0.2,0.2,0.2,4,0.2,703,-,0.5,3.3,0.1,,一般,
2021/05/17,TXO,202105  ,19900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,19900.0000,賣權,-,-,-,-,0,4640,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,19900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20000.0000,買權,0.2,0.2,0.2,0.2,6,0.2,794,-,0.5,4.5,0.1,,一般,
2021/05/17,TXO,202105  ,20000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20000.0000,賣權,-,-,-,-,0,4740,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20100.0000,買權,-,-,-,-,0,0.1,234,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20100.0000,賣權,-,-,-,-,0,4840,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20200.0000,買權,-,-,-,-,0,0.1,802,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20200.0000,賣權,-,-,-,-,0,4940,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202105  ,20300.0000,買權,-,-,-,-,0,0.1,3026,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20300.0000,買權,0.5,0.9,0.5,0.9,2,-,-,-,0.9,2.5,0.1,,盤後,
2021/05/17,TXO,202105  ,20300.0000,賣權,-,-,-,-,0,5040,0,-,-,-,-,,一般,
2021/05/17,TXO,202105  ,20300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,9600.0000,買權,-,-,-,-,0,5600,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,9600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,9600.0000,賣權,30,30,10.5,17.5,884,17.5,5998,17,18.5,272,1.7,,一般,
2021/05/17,TXO,202106  ,9600.0000,賣權,12,18,8,12.5,185,-,-,8.5,12.5,272,1.7,,盤後,
2021/05/17,TXO,202106  ,9800.0000,買權,-,-,-,-,0,5410,10,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,9800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,9800.0000,賣權,30,30,10.5,20,268,20,1804,19,20,322,3.1,,一般,
2021/05/17,TXO,202106  ,9800.0000,賣權,13,13.5,9.1,9.1,72,-,-,8,22,322,3.1,,盤後,
2021/05/17,TXO,202106  ,10000.0000,買權,-,-,-,-,0,5210,45,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,10000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,10000.0000,賣權,24,28,13,22.5,621,22.5,1651,21.5,22.5,351,1.8,,一般,
2021/05/17,TXO,202106  ,10000.0000,賣權,13.5,20,10,10,34,-,-,9.2,16,351,1.8,,盤後,
2021/05/17,TXO,202106  ,10200.0000,買權,-,-,-,-,0,5010,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,10200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,10200.0000,賣權,44,44,14,25,175,25,658,22,30,395,3.2,,一般,
2021/05/17,TXO,202106  ,10200.0000,賣權,11,11,10.5,10.5,7,-,-,10,30,395,3.2,,盤後,
2021/05/17,TXO,202106  ,10400.0000,買權,-,-,-,-,0,4810,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,10400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,10400.0000,賣權,24,30.5,16,22,221,26.5,508,25,28,430,3,,一般,
2021/05/17,TXO,202106  ,10400.0000,賣權,15,15,14.5,14.5,7,-,-,10.5,46.5,430,3,,盤後,
2021/05/17,TXO,202106  ,10600.0000,買權,-,-,-,-,0,4620,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,10600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,10600.0000,賣權,25,35,17,28.5,165,28.5,411,27,29,470,4,,一般,
2021/05/17,TXO,202106  ,10600.0000,賣權,19,19,15,15,3,-,-,10.5,28,470,4,,盤後,
2021/05/17,TXO,202106  ,10800.0000,買權,-,-,-,-,0,4420,16,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,10800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,10800.0000,賣權,26,38.5,16.5,30,112,30,327,31,34,515,3.4,,一般,
